No.,都道府県,自治体,親の年代,性別,子どもの数,妊娠中,未就学(保育園、幼稚園等),小学生,中学生,高校生,大学生・大学院生,就職・その他,子ども世代,意見,備考,,,,,,,,,,,,
1025,神奈川県,茅ヶ崎市,30〜39歳,女性,0,0,0,0,0,0,0,,,"自営業をしていると、育児休業給付金、出産手当金などがもらえないこと。そもそも、税金も国民健康保険もしっかり納めているのに、自営業をする人への育児手当が薄過ぎる。

子育てに必要な最低限の道具(ベビーカー、ベビーベッド、チャイルドシート、オムツ、お洋服)を揃えると10万円はかかります。それらを補助する制度などがあるともっと子育てしやすくなると思います。

また、
妊娠は個人の選択だとしても、少子化に悩んでる国にしては補助が少ないと思います。
例えば分娩費用は55万円ほどかかるのに42万円しか補助がないこと、妊娠中の定期検診なども補助券はありますが、スクリーニングや検査内容によって自己負担額が増えることもあります。
補助券ではなくフリーパスのような母子手帳があったらもっと良いと思います。

本気で少子化対策をするつもりがあるならば、育児にかかる費用の無償化、子育てと仕事の両立のためなら保育施設の増設、保育料の無償化、手当などをして子供を産み育てやすい環境に国が整ってほしいです。",,,,,,,,,,,,,
1026,兵庫県,姫路市,30〜39歳,女性,0,0,0,0,0,0,0,,,産むのも育てるのも自己責任と国が考えていると感じるところ,,,,,,,,,,,,,
1027,神奈川県,横浜市,30〜39歳,女性,0,0,0,0,0,0,0,,,子育てに経済的な心配がなければ、もう1人産み育てたい,,,,,,,,,,,,,
1028,神奈川県,平塚市,30〜39歳,女性,2,2,0,0,0,0,0,,妊娠中 ,"子育てにお金がたくさんかかるのに、支援が少ない。明石市のように無償化の仕組みを充実して欲しい。
産後ケアサービスが政令指定都市に比べて貧弱。新生児を預けて母体を休めるショートステイや、宿泊を1日2000円程度の自己負担で実現して欲しい。",,,,,,,,,,,,,
1029,東京都,文京区,30〜39歳,女性,1,1,0,0,0,0,0,,妊娠中 ,妊婦健診、出産費用ともに補助が出るが、それでも高額。妊娠して仕事を休まざるを得ないなかで、身体的にも経済的にも負担が多くなるはずなのに、妊娠が医療適用されないのはおかしい。加えて産後ケアの充実ももっと浸透させるべきです。,,,,,,,,,,,,,
1030,東京都,足立区,20〜29歳,女性,1,1,0,0,0,0,0,,妊娠中 ,少子化が深刻な状況であるにも関わらず、妊娠、出産にかかる費用が多額であること。夫と自分は正規雇用の会社員で世代平均以上の収入があるが、それでも痛い出費に感じるので、自分たちより収入の低い方はなおさらだと思う。それでは子どもを設けない、またはもう一人欲しくても産めないなどの選択肢が出てくるのが普通ではないか。出産一時金の大幅な増額だけでなく、そもそも妊娠出産時の費用がほとんどかからないような仕組みを国で作って欲しい。また子どもや若者に関わる政策を手厚くしてほしい。この先も日本で暮らしたいので、日本の人口が増えて国が発展、維持できるための政策を期待している。,,,,,,,,,,,,,
1031,兵庫県,神戸市,30〜39歳,女性,0,0,0,0,0,0,0,,,3歳までの保育料が高すぎる,,,,,,,,,,,,,
1032,東京都,,30〜39歳,女性,0,0,0,0,0,0,0,,,"・男性の育児休暇取得の低さ、少なさ
私の夫は古くからある会社勤務。2022年になって育児休暇初取得した男性だった。(直談判し、色々駆け回ってやっと取得 )
しかし期間は2週間。短過ぎる。

・3歳で時短勤務終了。フルタイムになると私も残業出張が出てくるため、夫婦どちらかが今の仕事を辞めないとどう考えても生活が成立しない。

・保育園の待機児童数
待機児童は減ってると言いながら、0歳児募集空きなし、空き待機14人。
",,,,,,,,,,,,,
1033,千葉県,,30〜39歳,女性,0,0,0,0,0,0,0,,,"0歳児を保育園に預けたいのですが、今決まっている仕事の就業時間が保育認定時間に届かず、一時預かりしか利用できずに働く時間が制限されています。女性活躍を推進するのなら、様々な働き方を認めるために、保育認定の緩和や撤廃を求めます。希望すれば誰でも条件なく保育園に入園できるようにしてほしいです。
また、保育園や幼稚園が安定して運営し、働く人も安心して働けるように、子どもに関わる職員さんの人数や給与を増やすなどの待遇改善もお願いします。","仕事は専門職のフリーランスです。非常勤の掛け持ちのようなもので、複数の企業と個別の契約を結びますが、期間も就業時間も一定ではありません。そのため、保育園に預けられないのは当然ながら世帯収入にも影響が大きいです。
正社員・パート以外の働き方もあると、国を始めとした行政や政治家さんにも理解してほしいです。",,,,,,,,,,,,
1034,兵庫県,西宮市,40〜49歳,女性,1,0,0,1,0,0,0,,小学生 ,少子化が取り返しのつかないところまで進んでいるのに、政治に助けられている実感がまったくない。お金の心配をしなくて済めば、もっと産みたいと思っている人はたくさんいるはず。出産、幼稚園保育園、公立学校の費用くらいは完全無償にしてほしい。,,,,,,,,,,,,,
1035,京都府,向日市,30〜39歳,女性,0,0,0,0,0,0,0,,,子供に教育を受けさせるためのお金ってかかりすぎじゃないですか,,,,,,,,,,,,,
1036,三重県,桑名市,30〜39歳,女性,0,0,0,0,0,0,0,,,"学区内に幼稚園がない。
コロナが長引いている為再就職がなかなか出来ず
保育園退所しなけれはならなくなってしまう。

手当関連が減額されてるので増額して欲しい。",,,,,,,,,,,,,
1037,香川県,高松市,30〜39歳,女性,0,0,0,0,0,0,0,,,"良い教育を受けさせたいと思うとお金がかかるという状況をなんとかしてほしいです。
色々な魅力的な教育方法や、習い事などが民間で活発になっているのに、義務教育の中では昔ながらのことしかせず、できない子にあわせてやっていく、という印象があります。
貧富に関わらず、良質な教育が受けられる国になってほしいです。
例えば英語は、学校でも何年も勉強するのに、習い事にお金をかけないとしゃべれるようにはならない、というのはなんだかな、と思ってしまいます。
保育園などは創意工夫があるように思うのですが、小学校が、何十年前とあまり変わっていないことに違和感を覚えます。",,,,,,,,,,,,,
1038,兵庫県,伊丹市,20〜29歳,女性,0,0,0,0,0,0,0,,,児童手当や乳児医療制度の所得制限,,,,,,,,,,,,,
1039,千葉県,市川市,30〜39歳,女性,0,0,0,0,0,0,0,,,"育児休業が最大2年間なのに対して、保育園の無償化が3歳からなのはなぜなのか。
また、子供の医療費についても住んでいる自治体での差が大きいこと。",,,,,,,,,,,,,
1040,熊本県,熊本市,20〜29歳,女性,0,0,0,0,0,0,0,,,"まず一つ目が育児休業給付金の件です。育児休業給付金の計算式が、休業開始時賃金日額×支給日数×67%ですが、67%の割合が適用されるのは育休開始から6ヵ月までで、以降の割合は50%となることが困っています。育休が終了するまで67%であってほしいです。また、物価が上昇しているので67%では厳しいです。80%くらいに引き上げて欲しいです。
二つ目は保育料の件です。高すぎます。少子化で子供が少ないのは保育料が高いのが原因ではないかと思います。2人目を諦めざるを得ません。是非0〜2歳までも無償化にしていただきたいです。",,,,,,,,,,,,,
1041,東京都,世田谷区,50〜59歳,女性,1,0,0,0,1,0,0,,中学生 ,娘は今、中学3年生で不登校の状態です。対人不安も抱えています。公立中学校の軍隊的な体制に復学できると思えないのです。また、高校選びも内申が大きな壁になっています。①内申制度の撤廃　②中学校の校則の撤廃　③制服の撤廃　④15人学級制度　を切に求めます。,,,,,,,,,,,,,
1042,千葉県,千葉県習志野市,40〜49歳,女性,2,0,0,1,1,0,0,,小学生 中学生 ,夫婦共働きで、世帯年収としても低くない収入があるが、子ども二人の学費、我々の老後の暮らしに不安しかない。子育てに関わるお金は無償でも良いのでは。,,,,,,,,,,,,,
1043,岩手県,一戸町,30〜39歳,女性,0,0,0,0,0,0,0,,,"コロナのせいで母親学級や離乳食教室などがなくなったり、支援センターが休業したりしている。また友人に会うのも気軽にできない。育児について他人と話せる機会が激減していると思う。
育児についてネットで調べたりSNSで聞いたりするしかないのがつらい。",,,,,,,,,,,,,
1044,東京都,江東区,30〜39歳,女性,0,0,0,0,0,0,0,,,児童手当など子どもへの補助に対して、親の所得制限があること。,今、妊娠6ヶ月です。子育てに関する情報を集める度に、なぜ全ての子どもたちへ平等に給付されないのか、強く疑問に感じています。夫も私も奨学金を返済しながら働いています。納税の義務もしっかり果たしています。私たちの世代は将来年金を十分にもらえるか分かりませんし、両親の介護代や自分たちの老後のための貯蓄も必要です。今のままですと金銭的な面で2人目を諦めざるを得ません。どうか子育て支援に関する所得制限撤廃をお願いいたします。,,,,,,,,,,,,
1045,秋田県,潟上市,30〜39歳,女性,0,0,0,0,0,0,0,,,なぜ3歳児から保育料無償なのか？0歳児からでいいのではないか？,,,,,,,,,,,,,
1046,東京都,,40〜49歳,女性,2,0,0,2,0,0,0,,小学生 ,"保育士、幼稚園教諭、小中学校の教師
すべからく勤務時間長すぎ　給料安すぎ
",,,,,,,,,,,,,
1047,栃木県,宇都宮市,30〜39歳,女性,1,0,0,1,0,0,0,,小学生 ,"子供のためのお金、であるはずの児童手当に所得制限があることがおかしいと思い。
親の所得額が低くても児童手当が直接子供に使われるかはわからない。また、親の所得額が高くても子供に十分に資金が足りてるかはわからない。子供のためのお金、という目的なら子供にかかる費用(学校引き落としのもの、給食費、学用品)を全員補助を出す方が全員の子供に支援が受けられることになる。",,,,,,,,,,,,,
1048,愛知県,北名古屋市,30〜39歳,女性,0,0,0,0,0,0,0,,,"女性ばかりやることが多い
気軽に預けられる所がない
職がないと保育園に預けられない",,,,,,,,,,,,,
1049,岡山県,岡山市,30〜39歳,女性,0,0,0,0,0,0,0,,,児童手当の所得制限。,,,,,,,,,,,,,
1050,神奈川県,厚木市,30〜39歳,女性,0,0,0,0,0,0,0,,,"子どもに関わる職業の人達のお給料が安すぎる！
未就学児を保育士に預けています。1日の約10時間の間、子どもの命を生かしそして教育までしてくれている保育士さん。いつも感謝の気持ちでいっぱいです。かなりの専門性が必要で、同時に時間的精神的な余裕もないと、質の良い保育は難しいと感じます。そんなプロシェッショナルなのに、お給料が低いせいで離職率も高い。
我が子はいづれは小学校に通いますが、教諭のブラックさも問題になっているのが今から不安です。
どうか子どもに関わる専門職の人達に正当な評価と賃金を！",,,,,,,,,,,,,
1051,福岡県,福岡市南区,30〜39歳,女性,1,0,0,1,0,0,0,,小学生 ,"小学校を欠席する時に紙の欠席表を友達に渡して、友達から先生に伝えてもらわなければならないこと。
保育園で糞尿がついたオムツを持ち帰れなければならないこと。その荷物を持ったままスーパーで買い物もするので、臭いも気になるし、衛生的に問題がある。胃腸炎が保育園で流行っている時などは家庭内感染も不安。
小学校の学童で春休み、夏休みの際にお弁当でないといけないこと、お弁当の配達を頼みたい。
コロナ対策で四人以上で一つのテーブルにつけないので、うちのような五人家族はテーブルを分けられるが乳児、幼児、小学校低学年の子ども三人でそれをされると食事の補助がかなり大変で外食ができない。",,,,,,,,,,,,,
1052,神奈川県,厚木市,30〜39歳,女性,0,0,0,0,0,0,0,,,児童手当その他諸々の所得制限,,,,,,,,,,,,,
1053,静岡県,,40〜49歳,女性,1,0,0,0,0,1,0,,高校生 ,付き合ってはいたものの同意のない性交、妊娠、結婚、モラハラにて子供が3歳で離婚しました。養育費は小1から未払いです。いま理数科に在籍する優秀な高校生になりました。私が考えていることは、生みの男親としての責任として進学費用を子供が元夫に請求できるような法律を作ってもらいたいと思っています。ただでさえ高額な大学進学費用、日本の将来を担う優秀な若者を奨学金という借金をさせる、金を積んだ結果東大に行くというようなルートのままでは、日本の未来はないと思います。自分は海外で学習しており、日本の政治、法律の甘さを感じることがあります。,,,,,,,,,,,,,
1054,東京都,世田谷区,40〜49歳,女性,1,0,0,1,0,0,0,,小学生 ,児童手当について親の所得で貰えたり貰えなかったり制限があること。子どもには関係ないので一律で支援してほしい。そもそも子どもや教育に関する財源が少なすぎるので、少子化は当然だと思う。明石市でやっていることを国が推進してほしい。,子どもを、大切にしなく国に未来はない。老人の男性ばかりが国を動かしているせいなのではないか。,,,,,,,,,,,,
1055,埼玉県,,30〜39歳,女性,0,0,0,0,0,0,0,,,児童手当が15歳になってからの3月年までしかもらえないのは、生まれた月によって不平等でおかしいと思います。特に4月生まれの子と3月生まれの子ではほぼ1年分の金額差が出ます。15歳になったら終了、または14歳になる前日までなど平等な制度にしてほしい。,,,,,,,,,,,,,
1056,東京都,品川区,40〜49歳,女性,1,0,0,0,1,0,0,,中学生 ,子育てにお金がかかりすぎる。学校の環境が劣悪すぎる。（１クラスの人数が多すぎる、先生が明らかに足りない、先生が過労になる）社会が子どもや親子に不寛容、子どもの遊び場が少ない（公園はボール禁止、大きな声を出して遊ぶとクレームが役所に行く、どこで何して遊べと言うのか？）,,,,,,,,,,,,,
1057,埼玉県,上里町,30〜39歳,女性,1,0,0,1,0,0,0,,小学生 ,景気が悪いので習い事させたくてもできない,,,,,,,,,,,,,
1058,兵庫県,西宮市,30〜39歳,女性,0,0,0,0,0,0,0,,,"経済的支援において子供に格差があることに強い違和感を感じます。
子供全員に対する手当と無償化を望みます。

社会保険料や物価は上がっているのに給料は下がり、0～15歳の子どもの扶養控除もなくなり、育児世代は経済的に非常に苦しくなっています。
特に中間所得層は児童手当も減額され、2022年6月からは一定所得を超えると手当はなくなります。
また、高校無償化により16～18歳までの扶養控除の上乗せ部分（25万円）が廃止されましたが、無償化の対象は一部の高校生だけです。

子育て支援の名のもとに扶養控除が廃止・減額されて、その代わりであるはずの児童手当を取り上げられたり、従来通りの高校の授業料を支払っている多くの子育て世帯にとっては実質的な増税となり、経済的な負担が増しています。

負担が増えるだけでは子育て世代が増えるとは思えません。",,,,,,,,,,,,,
1059,神奈川県,,20〜29歳,女性,0,0,0,0,0,0,0,,,育休のある会社とない会社があること,,,,,,,,,,,,,
1060,京都府,京都市,20〜29歳,女性,0,0,0,0,0,0,0,,,"・おむつやミルクなどの日用品、ベビーカーや抱っこ紐など育てるにあたっての必需品総計が高い。3人こども欲しいと思ってるが今後の学費のことを考えると不安。初期にこんなにお金がかかると思っていなかった。もっと支援して欲しい。生理用品も高い。
・薬局などで高齢者用のおむつは割引対象のことが多いがベビー用おむつは割引対象にならない。なぜ差があるのか。おかしいと思う。
・育休中だが、今から保育園に入れて復帰できるのか不安で仕方ない。4月でなくても入所しやすいように環境を整えてほしい。
・妊娠出産にかかる費用が保険適用でないのはおかしいと思う。こどもを減らして人口減少を望んでいるのではないかと思ってしまう。
・離乳食について、10倍粥は母乳やミルクより低栄養なのに10倍粥から始めるようにと保健センターで伝えられた。知識のアップデートがなされておらず、混乱する。
・兵庫県明石市の子育て支援策が話題になっている。住んでいる場所によって施策が大きく違うのは公平ではないと思う。明石市でできるのだから早く他の自治体でも同じことをして欲しい。",,,,,,,,,,,,,
1061,京都府,京都市,20〜29歳,女性,0,0,0,0,0,0,0,,,"児童手当等の子育て世帯への支援を所得によって変えるのは不公平。社会進出して税金で国を支えている親こそ大事にすべきと言う見方もある。
子育てに関する所得制限による差別をすべて無くしてほしい。
保育園幼稚園の無償化がなくなることは絶対にあってはいけないと思う。
子育ての施策を考える時にはもっと当事者の意見を聞いたり想像して考えて欲しい。",先ほど回答したものですが、忘れていたことがあったので再度送信しました。,,,,,,,,,,,,
1062,東京都,葛飾区,30〜39歳,女性,0,0,0,0,0,0,0,,,高齢者へのサポートは厚いのに、子育て世代への予算が少ない。サポートが薄い。,,,,,,,,,,,,,
1063,岡山県,,30〜39歳,女性,1,1,0,0,0,0,0,,妊娠中 ,児童手当の所得制限。子供がもう1人欲しいと思っても、金銭的余裕がなくなるため諦めています。,,,,,,,,,,,,,
1064,東京都,中野区,30〜39歳,女性,1,1,0,0,0,0,0,,妊娠中 ,15歳以下の扶養控除がない/児童手当・高校無償化に所得制限がある/保育園の料金が異なる※累進課税されているのに何故？,子育て支援と貧困支援は区別してほしい。,,,,,,,,,,,,
1065,栃木県,高根沢町,30〜39歳,女性,0,0,0,0,0,0,0,,,産後の制度が薄く、何かあった時に相談する場所がない,,,,,,,,,,,,,
1066,神奈川県,茅ヶ崎矢畑,20〜29歳,女性,0,0,0,0,0,0,0,,,国からの保障や援助、サービスに地域差があること。所得制限も含め、少子高齢化のこの時代に子供たちに住んでいる地域や親の所得で差をつけるのはどうなのか。子育て政策の豊かな地域が羨ましい。,,,,,,,,,,,,,
1067,埼玉県,さいたま市,30〜39歳,女性,0,0,0,0,0,0,0,,,"・自治体による子育て支援の差→厚い支援で人口増加している自治体もある中でなぜ真似しないのか？
・控除や児童手当など、高所得な人ほど損するケースが多い
・保育士さんの数（何人当たりに1人、という基準）
・保育士さんの待遇の悪さ（給与の低さ、サービス残業、産休順番待ちの発生、なかには自腹で教材を買っている人もいるなど）
・金銭的な不安で次の妊娠が考えられない
・学童の入りにくさ
・小学校や保育園で事務作業など専門業務以外の全て教員に課したり、ボランティアで賄おうとする点",,,,,,,,,,,,,
1068,神奈川県,,30〜39歳,女性,2,0,0,2,0,0,0,,小学生 ,給食がないのが本当に困る。子育て支援に手厚い明石市が羨ましい。,,,,,,,,,,,,,
1069,富山県,,30〜39歳,女性,2,0,0,2,0,0,0,,小学生 ,"夫と離婚する時に「俺が稼げなくなって生活が苦しくなったら、養育費は払わなくて良いんだからな‼︎法律で認められてるから」と言われました。私は養育費は子どもの生命維持費と考えていますが、夫は「払う＝損」と考えているようでした。自分が生活に困った時、真っ先に子どものためのお金を削ろうと思えるのがおかしいです。
そんな男性が多いにも関わらず、多くは女性に負担を強いる現在の制度が変わらないのが腹立たしいです。選択的夫婦別姓、男性の同意なしでの中絶、緊急経口中絶薬、全て女性の権利です。今生きている人が安心して暮らせない社会にしないでください。また、子どもを育てることは、異性愛者が結婚して、妊娠するだけが唯一のルートではありません。同性カップルが結婚して、里親になって子育てしている国もあります。日本もそれを可能にして下さい。つまり、いい加減子どもと女性に人権を下さい。家父長制をやめて下さい。最初の案通りにこども庁に名前を戻してください。おじいちゃんの、おじいちゃんによる、おじいちゃんのための国を続けるのはもうやめろ。そんな国だから少子化は止まらないよ。続けるつもりなら、滅びれば？と思います。",,,,,,,,,,,,,
1070,愛知県,,30〜39歳,女性,0,0,0,0,0,0,0,,,少子化なのに、子育て支援があまりない,,,,,,,,,,,,,
1071,山口県,山口市,30〜39歳,女性,1,0,0,1,0,0,0,,小学生 ,こどもを育てるのは損だと言われても「そうだよなぁ」と思わざるを得ない暮らしにくさ。子育て中は所得が増やせない。増やせないとしても、子どもが教育を受けられるように安心したい。,,,,,,,,,,,,,
1072,愛知県,愛知県,40〜49歳,女性,1,0,0,1,0,0,0,,小学生 ,子育てや教育にお金を使わなさすぎる,"３人目が欲しかったが、経済的に諦めた
完全に政治が悪い

手当削減や所得制限など、教育費の見通しが立たなさすぎる",,,,,,,,,,,,
1073,東京都,小金井市,40〜49歳,女性,1,0,0,1,0,0,0,,小学生 ,"東京18区の国会議員の方々へ。小金井市と市長が、市の公立保育園廃園方針を正当化するために、廃園の財政効果を粉飾した疑いがあることは、既にお耳に入っていることと存じます。
小金井市の強引なやり方は、こども真ん中・こどもファーストとはかけ離れており、市民参画からも遠ざかっています。
しかし、市議会の自民公明立憲系の会派は、この問題について、だんまりを貫いています。
このような市議の態度・姿勢を、党の本部や東京支部では、見過ごしているのですか？

今度の選挙で、どんなにいい子ども支援・子育て支援の公約やマニフェストが出てきても、地元のローカル議会がこの有様では、到底信用なりません。
国の施策が素晴らしかろうとも、市町村には、理想の形ではおりてこないのだろうなと、今から失望しているところです。

党として、市や市長のおかしいところには、しっかり対応し、市民からの疑問や要望に応えられる体制ができるよう、動いてください。",,,,,,,,,,,,,
1074,兵庫県,,20〜29歳,女性,0,0,0,0,0,0,0,,,"今困っていること
幼稚園に入園させたいが倍率が高く入れる可能性が低い。保育園に入園することを考えたが、まず入園出来ない。専業主婦が就職活動中に預けられる所もなく、あったとしても高額の為、正直金銭的に厳しい。幼稚園に入園出来なければどうすることも出来ない八方塞がりな状態。資格職の自身の働く機会とキャリア形成が損失している。(前職はマタハラで退職まで追い込まれた)また、配偶者は激務でほぼ家に居ないので子育てに関わる機会の損失がある。専業主婦の私がもし倒れた時のリクスヘッジが全くできない。核家族としては健康だから成り立っているギリギリの環境ではある。
 おかしいと思うこと
こどもの教育等々に関わる所得制限。当初、年少控除を無くす代わりの児童手当であった筈。それをどんどん減らし最終的に線引きをして子育て世代の分断をはかっていると受け取れる。扶養控除はあるのに何故学生は控除がないのか。なぜ、こども達に投資せねばならない時代で親の年収によってこども達が区別されなければならないのか全く理由が分からない。少子化対策とは自国民を増やすためではないのか。年々教育費も物価も上がるのに給料は全く上がらない社会で産みたいと思える施策をしない限り貧困の一途を辿る未来しか見えない。消費税を10%に上げたのも待機児童を減らす、社会福祉をとのことだったが、大きく何が変わったのか。出生率をみても、年金世代をみても希望は持てず、給料からも半分以上税金で無くなります。もう1人産みたくても今いる子の生活費教育費を考えると少しの余暇を楽しむことも出来ず生活を圧迫されただ生きることを考えなければならない環境に置きたくはないとなり産めませんし産みません。これからの為に、こどもは宝と言いながらただただ高齢者が高齢者の政治を行っている訳ではないのか。不明金が16兆だったり杜撰な環境、女性の人権は無く、相次ぐ不祥事、若年の弱者を食い物にする性犯罪者が議員としているような政治はクーデターでも起きなければ壊れないのかと危惧している。",,,,,,,,,,,,,
1075,大阪府,西淀川区,20〜29歳,女性,1,1,0,0,0,0,0,,妊娠中 ,児童手当に所得制限を設けること,,,,,,,,,,,,,
1076,愛知県,名古屋市,30〜39歳,女性,0,0,0,0,0,0,0,,,児童手当に所得制限があること。母親にたくさん負担がかかること。父親が仕事から早く帰れないこと。,,,,,,,,,,,,,
1077,東京都,東京,20〜29歳,女性,0,0,0,0,0,0,0,,,子育て支援(保険料、学費など含め)がどんどん削られ、所得制限がついていること。,,,,,,,,,,,,,
1078,静岡県,,30〜39歳,女性,0,0,0,0,0,0,0,,,"子供を持つことは珍しいことではないのに、子育てしながら働くことがとても難しいです。
私にはもうすぐ2歳になる娘がいます。
今年の春に仕事復帰しましたが、とても仕事のある平日はほぼ時間に追われています。

子供が3歳までは残業なしという条件で17時まで働いています。しかし、17:15に退勤、そこから保育園へお迎え、帰宅して18:00。そしてお風呂に入れて、晩御飯の支度をし、子供に食べさせて…寝かしつけは20:30というタイトなスケジュールです。
買い物に行くのもままなりません。お夕飯は前日に仕込むかカレーなどの日持ちのするもの、出来合いのものばかりになります。

これが、3歳を過ぎると時短勤務が出来ない、残業が発生するという企業がほとんどだと思います。
しかし、子供の寝る時間を考えると逆算して18時にはお夕飯もしくはお風呂に入れて、生活リズムを作ってあげたいと思います。
それに、保育園を卒園すると、小学校に入学しますが、それからの方が子供の帰宅は早くなりますよね。
15時とかに終わって、両親が共働きのところは学童ですか？そうすると学童ばかりになりますよね。

私は8時間勤務ではなく、例えば6時間勤務の正社員、というのが主流になれば、男女問わず子供を持つ親が働きやすくなると思うのです。
少子化対策にもなると思いますし、そもそも妊娠出産は命懸けなので、出産手当等は手厚くあって欲しいと思います。
子供が欲しいけどお金がかかるので難しい…なんて酷くもったいない話だと思います。

それから、時短勤務からフルタイム勤務に戻ったときに、給与の総額はもちろん増えますが、手取りの額が一万弱しか変わりませんでした。毎日1時間働く時間が増えたのに、手取りは一万弱しか増えない。
税金がかかるからです。これでは子供のために働いても税金で取られるばかりと途方に暮れます。
所得税で払って、市民税で払って、消費税贈与税固定資産税…などなど、多重に税がかかっていると感じるのですが、なんとかならないのでしょうか？
税金は本当に適切に使用して頂いてるのでしょうか。疑問に思ってしまいます。

子供は未来に必要な存在です。（いずれ日本を支える存在です。）
子供たちが安心してくらせる世の中を、作って欲しいと思います。",,,,,,,,,,,,,
1079,愛知県,江南市,30〜39歳,女性,0,0,0,0,0,0,0,,,子供のためのお金に親の所得によって制限がかかる制度はおかしいと思います。うちは年収500万円世帯で所得は共働き世帯としては少ないですが、うちに生まれても、高所得世帯に生まれても、子どもは子ども。差別するなんておかしい。扶養も見直しされるとのことですがどうかしています。働き方改革なんて謳ってますが、障害児がいる我が家は母親が子どもの身の回りのことをあれこれやるのが当たり前という雰囲気がとても嫌です。私が働かなければ老後のお金も無ければ明日生きるお金も足りません。障害支援にももっと力を入れてくれないと生きていけません。政治に言いたい事がありすぎていつも納得いきません。政治のせいで死に物狂いで生きてても生きた心地がしません。給料は上がらないのに物価は上がるし年金はどんどんもらえなくなるし社会保障もされません。全く納得いきません。明石市みたいな政策をとってほしいです。,子育てしているとあまりに忙しすぎて政治に言いたいことは投票することくらいしか出来ません。投票以外に政治家の意識を変えられる行動があれば教えてほしいです。,,,,,,,,,,,,
1080,愛知県,みよし市,30〜39歳,女性,0,0,0,0,0,0,0,,,"児童手当などに所得制限があるのがおかしい。
子ども医療費助成を全国統一してほしい。
もっと子育てしやすい日本になってほしい",,,,,,,,,,,,,
1081,神奈川県,大和市,50〜59歳,女性,1,0,0,0,1,0,0,,中学生 ,"中学校の制服を廃止してください。3年間でサイズが変わっていくのに、買い替えるには制服は高価過ぎます。メーカーや指定業者を守りたいのはわかりますが、子を持つ親から搾取しているとしか思えません。
政治家の皆さんが中学生の頃の人数と、今の中学生の人数は全く違います。既に制服メーカーは破綻しているのです。少子化を放置していたツケを、頑張って子育てをしている国民に回さないでいただきたいです。",ぜひ、制服の価格を調べてみてください。,,,,,,,,,,,,
1082,神奈川県,藤沢市,50〜59歳,女性,1,0,0,0,1,0,0,,中学生 ,"子育ては親だけでなく経済的に国も支援に関わるべきと思うが、１割の子供には扶養控除もj児童手当もない。
所得制限の考え方は、私立高校無償化にまで及び、子供間にも不公平感を与えている。子どもの健全な成長を阻むものである。
現に、拙宅の子供は、私立高校へは行けないと考えている。高々１２〜１５歳の子どもにこのような心理的負担を与えることしかできない国の「子ども家庭庁」はうまく機能するのか不安しかない。
話は変わりますが、
私は現在専業主婦ですが、夫は単身赴任で要介護の親と病気の親がいます。働きに行くことで、職場に迷惑がかかる可能性があると思うと、働きに出ることをためらいいます。
所得制限の上に、配偶者控除もなくなるかもしれないと考えると、この国には絶望します。","現在小学校４年生以上の子は、幼稚園の無償化の恩恵を受けていません。
にも関わらず、政治家は十把一絡げに、恩恵を受けていると言います。
また国会で所得制限は廃止すべきとの質問が出るたびに「それぞれの目的と制度の実情にあった給付をしている」といつも総理は答弁されますが、その具体的な内容は話されません。真に制度の内容をご存知なのでしょうか？これだけ世間を騒がせている所得制限問題について知識を得ようともしていないように見える答弁には毎回幻滅します。",,,,,,,,,,,,
1083,千葉県,,40〜49歳,女性,1,0,0,0,0,1,0,,高校生 ,"子供を国の宝だと意識している大人が少なく、子供を産み育てることに負担を感じることが多い。
そんな社会で子供がのびのびと幸せに育つとは思えないし、そんな子供が大人になった時、子供を育てたいと思わないのではないか。まさに悪循環だと感じている。

子供が将来のために学びたいと進学するのに、奨学金という名の借金を背負わせる意味が分からない。
その借金の返済の為、貧しい生活を強いられる若者が結婚して子供を育てようとは思わない。
高齢者を大切にしなきゃいけないのは理解できる。しかしそれ以上に子供を大切にできない社会は成り立たなくなるのではないでしょうか？
これからの日本を支えてくれる子供達を大切にできないのであれば、この国はいずれ無くなるのではないかと危惧しています。",,,,,,,,,,,,,
1084,東京都,江戸川区,30〜39歳,女性,0,0,0,0,0,0,0,,,"・扶養に所得制限がある.児童手当がない→親の所得は関係なく、すべての子どもの権利であるべき
・幼稚園と保育園で文科省と厚生省で管轄が異なり子供の経験に違いがある、両方入らない子は等しい教育の機会が失われている。保育士と幼稚園の先生で給料が異なる。先生が教材や絵本を個人で負担する風習があり、本来の教育にかける予算が異なると思われる。
・医療ケア児の受け入れ先が足りないから？か保育園に流れてきているが受け入れ態勢が整っていない。
・人員配置が昔から変わっていない。個別対応を必要とする子も多く、上記のような子も受け入れるようにしている上に更に大人1人に対する子どもの数を詰め込むようにしている。",,,,,,,,,,,,,
1085,東京都,世田谷区,30〜39歳,女性,0,0,0,0,0,0,0,,,幼稚園など社会的な場所での差別が多すぎます。普通に過ごすだけで、子供が差別主義者に育ってしまいそうで困ってます。,,,,,,,,,,,,,
1086,東京都,東大和市,40〜49歳,女性,1,0,0,1,0,0,0,,小学生 ,"・所得制限の不公平感。たくさん税金納めてるのに、補助は減らされるのが納得できない。
・これからの国を支える子供に手厚く補助する、という雰囲気ではなく、産んで育てるのにお金がかかり、子供たちの将来も心配。",,,,,,,,,,,,,
